Data de acesso ,Nome,Genero,Idade,Etinia,Estado/Pais,Livre/Guiada,Cùpula,Hora,Mês
1/8/2026,Pedro Miguel das Neves,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Luiz Fernando Lopes,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Ana Júlia da Mota,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Alexia Fernandes,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Maitê Moraes,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Sophia Teixeira,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Mariana Pinto,Masculino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Ana Beatriz Peixoto,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Isis Almeida,Feminino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Enrico Fogaça,Masculino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Lorenzo Castro,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Juan Porto,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Ana Carolina Teixeira,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Daniela Rodrigues,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Felipe Moraes,Masculino,18-59,Branco,Outros Paises,LIVRE,SIM,18:00,
1/8/2026,Alana Santos,Masculino,18-59,Branco,DF,LIVRE,SIM,18:00,
1/8/2026,Anthony Vieira,Feminino,18-59,Branco,DF,LIVRE,SIM,18:00,
1/8/2026,Kamilly Pinto,Feminino,18-59,Branco,DF,LIVRE,SIM,18:00,
1/8/2026,Ana Beatriz Nascimento,Masculino,18-59,Branco,DF,LIVRE,SIM,18:00,
1/8/2026,Luna Moreira,Feminino,0-12,Branco,DF,LIVRE,SIM,18:00,
1/8/2026,Sr. Luigi Rezende,Feminino,0-12,Branco,DF,LIVRE,SIM,18:00,
1/8/2026,João Cunha,Masculino,0-12,Negro,DF,LIVRE,SIM,18:00,
1/8/2026,Ana Laura Lopes,Masculino,13-17,Negro,DF,LIVRE,SIM,18:00,
1/8/2026,Nicole Castro,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Vinicius da Costa,Feminino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,João Felipe Cavalcanti,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Bianca Duarte,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Dra. Amanda Cavalcanti,Masculino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Cecília Aragão,Feminino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,André Rezende,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Rodrigo Freitas,Masculino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Dr. Anthony Costa,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Lucca Rocha,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Eloah Fogaça,Feminino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Otávio Rodrigues,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Julia da Cruz,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Lucca Barbosa,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Ryan Costa,Feminino,60  +,Outros,Outros Estados,LIVRE,SIM,18:00,
1/8/2026,Henrique Barros,Feminino,13-17,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Marcos Vinicius Porto,Masculino,18-59,Outros,Outros Estados,LIVRE,SIM,18:00,
1/8/2026,Pietro da Cunha,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Helena da Conceição,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Sr. Eduardo Cunha,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Vitor Gabriel da Mata,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Ian Moraes,Feminino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Theo Martins,Masculino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Vitória Gonçalves,Masculino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Agatha Duarte,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Luiz Gustavo Aragão,Masculino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Joana Freitas,Feminino,18-59,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Lívia Ramos,Masculino,0-12,Outros,DF,LIVRE,SIM,18:00,
1/8/2026,Diego Viana,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Nina Jesus,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Dr. Isaac Pires,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Pietra Vieira,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Sophie Silva,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/8/2026,Diogo Costa,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Davi Lucca Ribeiro,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/8/2026,Yasmin Lima,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/8/2026,Maria Souza,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/8/2026,Ana Clara Moraes,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/8/2026,Sr. Gustavo Henrique Oliveira,Masculino,18-59,Outros,Outros Paises,LIVRE,NÃO,,
1/8/2026,Ana Clara Nunes,Feminino,18-59,Outros,Outros Paises,LIVRE,NÃO,,
1/8/2026,Enzo Campos,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Emilly Jesus,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/8/2026,Ryan Silva,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Yasmin Peixoto,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Benício Araújo,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Srta. Emanuelly Teixeira,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Felipe Monteiro,Masculino,13-17,Outros,DF,LIVRE,NÃO,,
1/8/2026,Brenda da Cunha,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/8/2026,Leonardo da Cruz,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Paulo Alves,Masculino,60  +,Outros,DF,LIVRE,NÃO,,
1/8/2026,Levi Aragão,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Lucas Gabriel Silva,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Agatha Souza,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,João Felipe Souza,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,João Moraes,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Sra. Luna Jesus,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Leonardo Cavalcanti,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Sr. Luigi Moura,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Yuri Ramos,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/8/2026,Sophie Cunha,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Pedro Miguel Pereira,Masculino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Maria Vitória Ferreira,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Maria Vitória Campos,Masculino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Cecília Gonçalves,Masculino,13-17,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Augusto Oliveira,Feminino,13-17,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Giovanna Silveira,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,João Gabriel da Rosa,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,João Miguel Cardoso,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Beatriz da Rosa,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Guilherme Jesus,Feminino,18-59,Negro,DF,LIVRE,NÃO,,
1/9/2026,Heitor Melo,Feminino,18-59,Negro,DF,LIVRE,NÃO,,
1/9/2026,Ana Beatriz Duarte,Feminino,0-12,Negro,DF,LIVRE,NÃO,,
1/9/2026,Ana Clara Barbosa,Masculino,18-59,Branco,Outros Estados,GUIADA,NÃO,,
1/9/2026,Ana da Cruz,Feminino,18-59,Branco,Outros Estados,GUIADA,NÃO,,
1/9/2026,Carlos Eduardo Jesus,Feminino,0-12,Branco,Outros Estados,GUIADA,NÃO,,
1/9/2026,Nathan Melo,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Pedro Lucas da Conceição,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Dra. Bruna Carvalho,Feminino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Eduarda Oliveira,Feminino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Dra. Melissa Carvalho,Feminino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Joana Cardoso,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,João Pedro Oliveira,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Srta. Emanuelly Costela,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Gustavo Henrique Freitas,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Pietro Ribeiro,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Pietra Lopes,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Dr. Pedro Barros,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Clarice Duarte,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Luna Oliveira,Feminino,18-59,Negro,DF,LIVRE,NÃO,,
1/9/2026,Dra. Cecília Moura,Masculino,18-59,Negro,DF,LIVRE,NÃO,,
1/9/2026,Sophia Ramos,Masculino,0-12,Negro,DF,LIVRE,NÃO,,
1/9/2026,Evelyn Lopes,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Augusto Ferreira,Feminino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Dr. Luiz Gustavo Melo,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Ana Rocha,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Ana Laura Pereira,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Vitória Pereira,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Amanda Sales,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Sra. Heloísa da Rosa,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Yuri Alves,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Leandro Correia,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Rafael Ferreira,Feminino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Júlia Vieira,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Kamilly Duarte,Masculino,60  +,Branco,DF,LIVRE,NÃO,,
1/9/2026,Pedro Miguel Mendes,Feminino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Luana da Mota,Masculino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Luiz Felipe Farias,Masculino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Emanuelly Ramos,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Otávio Novaes,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Luigi Campos,Feminino,0-12,Negro,DF,LIVRE,NÃO,,
1/9/2026,Bruna Correia,Feminino,13-17,Negro,DF,LIVRE,NÃO,,
1/9/2026,Lorenzo Lima,Masculino,0-12,Negro,DF,LIVRE,NÃO,,
1/9/2026,Vitor Gabriel Ferreira,Feminino,18-59,Negro,DF,LIVRE,NÃO,,
1/9/2026,Gabriela Duarte,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Luiz Otávio da Rocha,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Bianca Campos,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Maria Fernanda da Cunha,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Maria Luiza da Mota,Masculino,13-17,Branco,DF,LIVRE,NÃO,,
1/9/2026,Vitória Nogueira,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Dr. Kevin Correia,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Pietro da Rocha,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Dr. Luiz Fernando Barbosa,Feminino,60  +,Branco,DF,LIVRE,NÃO,,
1/9/2026,João Pedro Cavalcanti,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Maria Azevedo,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Levi da Conceição,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Ana Luiza Moreira,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Nicole Nunes,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Larissa da Cruz,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Davi Lucca Lima,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Otávio Lima,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Luiz Gustavo Freitas,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Ana Carolina Nunes,Masculino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Dr. Yago Cunha,Masculino,18-59,Branco,DF,GUIADA,NÃO,,
1/9/2026,Renan Freitas,Feminino,18-59,Branco,DF,GUIADA,NÃO,,
1/9/2026,Gabriel Santos,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Gabriel Aragão,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Isis Nogueira,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Vitor Correia,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,João Gonçalves,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Paulo da Rocha,Feminino,13-17,Outros,DF,LIVRE,NÃO,,
1/9/2026,Yasmin Moraes,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Sra. Maria Fernanda Almeida,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Noah Campos,Feminino,18-59,Outros,DF,GUIADA,NÃO,,
1/9/2026,Emanuelly Farias,Masculino,0-12,Outros,DF,GUIADA,NÃO,,
1/9/2026,Sra. Gabriela Monteiro,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Joaquim Dias,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Pedro Lucas Rocha,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Kamilly Rodrigues,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Pedro Sales,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Theo Barros,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Sra. Ana Laura Cardoso,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Marina Gonçalves,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Ryan Viana,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Sr. Pietro Correia,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Marcelo da Mota,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,João Miguel Ramos,Feminino,18-59,Branco,DF,LIVRE,SIM,18:00,
1/9/2026,Benjamin Azevedo,Feminino,18-59,Branco,DF,LIVRE,SIM,18:00,
1/9/2026,Ian Rocha,Feminino,0-12,Branco,DF,LIVRE,SIM,18:00,
1/9/2026,Daniel Viana,Feminino,0-12,Branco,DF,GUIADA,SIM,18:00,
1/9/2026,Maria Julia Azevedo,Feminino,18-59,Branco,DF,GUIADA,NÃO,,
1/9/2026,Isadora Dias,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Matheus Freitas,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Eduardo Barros,Feminino,18-59,Branco,DF,GUIADA,NÃO,,
1/9/2026,Nicole Caldeira,Masculino,0-12,Branco,DF,GUIADA,NÃO,,
1/9/2026,Enzo Gabriel Ferreira,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Heloísa da Paz,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Srta. Emanuelly Mendes,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Olivia da Rocha,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Sr. Pedro da Mata,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Luna da Costa,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Valentina Pires,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Kamilly Rezende,Feminino,13-17,Outros,DF,LIVRE,NÃO,,
1/9/2026,Manuela da Rosa,Feminino,13-17,Outros,DF,LIVRE,NÃO,,
1/9/2026,Davi Nascimento,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Augusto Ramos,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Emanuelly da Rosa,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Bryan Duarte,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Lorena Gomes,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Marina Ribeiro,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Pedro Lucas Sales,Feminino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Sophie Cavalcanti,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Dr. Heitor Ribeiro,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Mariana Moura,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Lorenzo da Mata,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Guilherme Lima,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Eduarda Lima,Feminino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Sr. Benjamin da Mota,Feminino,18-59,Outros,DF,GUIADA,NÃO,,
1/9/2026,Maitê Lopes,Feminino,18-59,Outros,DF,GUIADA,NÃO,,
1/9/2026,Renan Lopes,Feminino,18-59,Outros,DF,GUIADA,NÃO,,
1/9/2026,Davi Luiz Cunha,Masculino,0-12,Outros,DF,GUIADA,NÃO,,
1/9/2026,Mariana Silveira,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,João Lucas Rocha,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Cauã Fogaça,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Júlia Azevedo,Feminino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Sr. Davi Lucas Monteiro,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Fernanda Dias,Feminino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Rafael Gomes,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Rebeca da Cruz,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Dr. Calebe da Rocha,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Benício Correia,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Sra. Sophia Santos,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Thomas Silva,Feminino,0-12,Branco,DF,LIVRE,SIM,18:00,
1/9/2026,Brenda Novaes,Feminino,0-12,Branco,DF,LIVRE,SIM,18:00,
1/9/2026,Gabrielly Fogaça,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Olivia Aragão,Masculino,13-17,Branco,DF,LIVRE,NÃO,,
1/9/2026,Raquel Nunes,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Daniel Lopes,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Dr. Leandro Novaes,Masculino,60  +,Outros,DF,LIVRE,SIM,18:00,
1/9/2026,Eloah Freitas,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Vinicius Gonçalves,Masculino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Larissa da Paz,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Fernando Costa,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Murilo Silva,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Sra. Yasmin Vieira,Feminino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Lorena das Neves,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Lara da Costa,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Laura Rodrigues,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Renan Ribeiro,Feminino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Antônio da Rosa,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Luiza Costela,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Sr. Antônio Barros,Feminino,13-17,Branco,DF,LIVRE,NÃO,,
1/9/2026,Noah Ribeiro,Feminino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Julia da Luz,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Davi Lucas Jesus,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Joaquim Mendes,Feminino,0-12,Outros,DF,LIVRE,NÃO,,
1/9/2026,Lucca da Costa,Masculino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Maria Porto,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,João Lucas Rezende,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Gabrielly da Costa,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Sra. Camila Vieira,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Mariana Lopes,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Luiz Miguel Rocha,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Dra. Laura Freitas,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Pedro Costela,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Srta. Yasmin Cardoso,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Nathan Silveira,Feminino,13-17,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Marcela Dias,Masculino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Dra. Yasmin Souza,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Joana Castro,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Sr. Benjamin Ramos,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Camila Pires,Masculino,60  +,Branco,DF,LIVRE,NÃO,,
1/9/2026,Sabrina das Neves,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Nathan Barbosa,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,João Felipe Rezende,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Kaique da Mota,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Melissa das Neves,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Srta. Sarah Teixeira,Masculino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Joana Campos,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Sr. Luiz Fernando Moreira,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Davi Lucca da Mota,Feminino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Cauê Moura,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Luiz Felipe Azevedo,Feminino,13-17,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,João Pedro Carvalho,Masculino,18-59,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Luana Gonçalves,Feminino,18-59,Outros,DF,LIVRE,NÃO,,
1/9/2026,Dr. Davi Lucca Rodrigues,Feminino,13-17,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Melissa da Rocha,Feminino,18-59,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Eduarda Moreira,Masculino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Dra. Gabrielly Araújo,Masculino,0-12,Outros,Outros Estados,LIVRE,NÃO,,
1/9/2026,Laís Porto,Feminino,18-59,Negro,DF,LIVRE,NÃO,,
1/9/2026,Manuela Cunha,Masculino,18-59,Negro,DF,GUIADA,NÃO,,
1/9/2026,Eduarda Monteiro,Masculino,0-12,Negro,DF,GUIADA,NÃO,,
1/9/2026,Srta. Sarah Nascimento,Masculino,18-59,Branco,DF,LIVRE,SIM,18:00,
1/9/2026,Isabelly Moraes,Feminino,0-12,Branco,DF,LIVRE,SIM,18:00,
1/9/2026,Carlos Eduardo Freitas,Masculino,0-12,Branco,Outros Estados,LIVRE,NÃO,,
1/9/2026,Maysa Cardoso,Feminino,18-59,Branco,Outros Estados,LIVRE,SIM,18:00,
1/9/2026,Cauã Vieira,Feminino,18-59,Branco,DF,LIVRE,NÃO,,
1/9/2026,Dr. Calebe Rodrigues,Masculino,0-12,Branco,DF,LIVRE,NÃO,,
1/9/2026,Brenda Caldeira,Feminino,0-12,Branco,DF,LIVRE,NÃO,,
